,morning_1,morning_2,morning_3,morning_4,morning_5,amsnack_1,amsnack_2,lunch_1,lunch_2,lunch_3,lunch_4,lunch_5,pmsnack_1,pmsnack_2,dinner_1,dinner_2,dinner_3,dinner_4,dinner_5
317,Steamed corn rice (30),Tofu potato soup,Stir-fried jukkumi and vegetables in soy sauce,Braised pork shanks,Young radish water kimchi,S rice punch,S fried fish paste soup,Steamed sweet rice and red bean,Tofu shabu-shabu,Stir-fried zucchini,Braised pork roll with rice cake in soy sauce,Pickled beet,S potato yoghurt salad,S sweet potato shake,Cream spaghetti,empty,Steamed aubergine in sauce,Seasoned salad with spicy bean sprout,Radish kimchi cubes
318,Steamed sweet rice and brown rice (30),Young pumpkin soup(clear),Seasoned salad with shepherd's purse,Roasted aubergine,Sweet napa cabbage watery kimchi,S rice-based beverage,S peach walnut smoothie,Steamed sweet rice,Mandu (dumpling) soup,Seasoned oyster mushroom,empty,Ponytail radish kimchi,S beef seaweed porridge,S soft tofu salad (oriental dressing),Beef and aubergine over rice,Oyster mushroom soup,Stir-fried winter mushroom,empty,Young radish kimchi
319,Stir-fried rice with shrimp and garlic flakes,Tofu potato soup,Stir-fried mini-oyster mushroom with young pumpkin,Fresh kimchi winter cabbage,Radish kimchi cubes,S black soybean milk (200ml),S jujube milk soup,Steamed chestnut bean rice,Shrimp tofu stew,Roasted pork with sweet rice,Braised konjac and quail eggs,Water kimchi,S homestyle blueberry milk,S raisin potato bowl,Steamed black rice (40),Potato zucchini soup,Stir-fried garlic stem and walnut,Braised mini-potato,Young radish water kimchi
320,Beef and aubergine over rice,Tofu shabu-shabu,Seasoned bellflower root,Vegetable croquette,Pickled beet,S rice-based beverage,S beef burdock porridge,Steamed sweet rice (add),Oyster mushroom soup,Scrambled eggs,Seasoned salad with bellflower root,Cucumber kimchi,S soft tofu salad (oriental dressing),S homestyle banana milk,Steamed sweet rice and brown rice (30),Mini-ball rice cake seaweed soup,Seasoned salad with korean melon and overripe cucumber,Seasoned salad with shepherd's purse in soy paste,Young radish kimchi
321,Steamed red bean rice (30),Bean sprout beef stew,Seasoned salad with sweet potato stem in soy paste,Seasoned oyster mushroom,Radish kimchi cubes,S raisin potato bowl,S sweet potato shake,Steamed corn rice,Young pumpkin soup(clear),Braised burdock slices and konjac,Seasoned winter mushroom,Water kimchi,S omija ice cream,S pan-fried vegetables,Rice (extra),Mandu (dumpling) soup,Braised meat ball and paprika,Stir-fried dried shrimp and zucchini,Young radish water kimchi
322,Steamed sweet rice and red bean,Potato zucchini soup,Salted seaweed,Stir-fried soft crab and paprika,Winter cabbage kimchi,S egg carrot porridge,S black soybean milk (200ml),Steamed pearl barley rice,Tofu clam soup,(low salt and sugar) steamed pork rib,Stir-fried rvegetables and ham,Kohlrabi watery kimchi,S milk with misugaru (mixed grain powder),S soft tofu salad (oriental dressing),Steamed brown rice (40),(low-salt) chicken bone soup,Seasoned salad with lettuce in yuzu marinade,Dried radish,Pickled beet
323,Bibimbap with vegetables,Zucchini salted shrimp soup or stew,Seasoned cabbage,Braised vegetables and fried fish paste bowl,Water kimchi,S beef burdock porridge,S black sesame soy milk (150ml),Steamed chestnut bean rice,Seaweed mandu (dumpling) soup,Braised meat dumpling in ketchup,empty,Radish kimchi cubes,S sweet potato shake,S raisin potato bowl,Steamed red bean rice (30),Beef and bean sprout soup,Roasted aubergine,empty,Young radish kimchi
324,Steamed sweet rice (add),Tofu shabu-shabu,Seasoned oyster mushroom,Seasoned winter mushroom,Cucumber kimchi,S tomato juice,S soft tofu salad (oriental dressing),Steamed sweet rice (30),Little neck clam soy paste soup,Seasoned salad with bellflower root,Braised meat ball and paprika,Pickled beet,S walnut milk,S red bean porridge,Stir-fried rice beef in oyster sauce,Mandu (dumpling) soup,Stir-fried dried shrimp and zucchini,empty,Young radish water kimchi
325,Beef rice ball with seaweed flakes,Oyster mushroom soup,Stir-fried jukkumi and vegetables in soy sauce,Seasoned salad with spicy bean sprout,Radish kimchi cubes,S sweet potato salad (mayonnaise),S rice-based beverage,Steamed sweet rice,Mandu (dumpling) chicken stew,Seasoned young pumpkin,Dried radish,Ponytail radish kimchi,S homestyle banana milk,S carrot soup,Steamed corn rice (30),Little neck clam soup,Steamed aubergine in sauce,Seasoned salad with sweet potato stem in soy paste,Water kimchi
326,Steamed red bean rice (30),Potato seaweed soup,Seasoned winter mushroom,Braised chicken(breast) in teriyaki sauce,Pickled beet,S milk (100ml),S raisin potato bowl,Steamed sweet rice (add),Mandu (dumpling) soup,Stir-fried dried shrimp and zucchini,Pan-fried vegetables with fried fish paste,Young radish kimchi,S misugaru (mixed grain powder),S beef corn porridge,Japanese style beef over rice (kyudon),Zucchini tofu salted shrimp soup,Seasoned salad with bellflower root,Stir-fried potato and paprika,Pickled cucumber
327,Steamed sweet rice,Oyster mushroom soup(clear),Stir-fried zucchini,Seasoned young pumpkin,Radish kimchi cubes,S soft tofu salad (oriental dressing),S steamed sweet potato,Steamed corn rice (30),Clam curled mallow soup,Seasoned salad with sweet potato stem in soy paste,Pan-fried potato with perilla leaves,Water kimchi,S walnut milk,S sweet pumpkin rice punch,Beef rice ball with seaweed flakes,Oyster mushroom soup,Seasoned salad with spicy bean sprout,Seasoned salad with paprika in vinegar marinade,Ponytail radish kimchi
328,Steamed chestnut bean rice,Young pumpkin soup(clear),Braised burdock slices and fried fish paste,Vegetable croquette,White kimchi,S milk (100ml),S rice with hot acorn jelly soup,Steamed sorghum rice (30),Mini-ball rice cake seaweed soup,Seasoned bellflower root,Seasoned oyster mushroom,Cucumber kimchi,S korean melon salad,S rice-based beverage,Beef and aubergine over rice,Zucchini tofu salted shrimp soup or stew,Stir-fried dried shrimp and zucchini,Seasoned broccoli,Pickled beet
329,Japanese style beef over rice (kyudon),Unpressed soup (mild flavor),Lettuce and pear salad,Seasoned young pumpkin,Young radish kimchi,S lemon juice,S sweet pumpkin cream risotto,Steamed mung bean rice (40),Mini udon with fried tofu,Stir-fried zucchini,Seasoned salad with cabbage in mayonnaise,Water kimchi,S sweet potato shake,S potato salad,Steamed sweet rice,Assorted fried fish paste soy paste soup,Stir-fried potato and paprika,empty,Seasoned salad with pickled daikon
330,Steamed pearl barley rice,Broccoli soup,Stir-fried jukkumi and vegetables in soy sauce,Roasted aubergine,Young radish water kimchi,S homestyle banana milk,S anchovy porridge,Steamed corn rice (30),Tofu shabu-shabu,Daikon and pear salad,Seasoned salad with sweet potato stem in soy paste,Ponytail radish kimchi,S kiwi (100g),S sweet pumpkin rice punch,Pork and cabbage over rice,Bean sprout beef stew,Seasoned perilla leaf,Steamed aubergine in sauce,Radish kimchi cubes
331,Stir-fried rice with white kimchi,Seaweed mandu (dumpling) soup,Braised burdock slices and konjac,Steamed aubergine with marinade sauce,Pickled cucumber,S omija ice cream,S milk (100ml),Steamed sweet rice,Mini udon with fried tofu,Pan-fried vegetables with lotus root,Seasoned young pumpkin,Pickled beet,S beef potato porridge,S soft tofu salad (oriental dressing),Steamed chestnut bean rice (30),Red bean porridge,Seasoned salad with spicy bean sprout,empty,Young radish kimchi
332,Steamed corn rice (30),Beef brisket soy paste soup,Beans cooked in soy sauce,Seasoned winter mushroom and chive,Young radish water kimchi,S raisin potato bowl,S beef onion porridge,Steamed pearl barley rice,Mung bean jelly soup,Dried radish,Stir-fried zucchini,Perilla leaf kimchi,S peach walnut smoothie,S rice-based beverage,Curried rice with beef,Dried bonito soy paste soup,Seasoned salad with aubergine in marinade sauce,Seasoned salad with sweet potato stem in soy paste,Water kimchi
333,Steamed sweet rice,Tofu shabu-shabu,Salted sea lettuce,Steamed aubergine in sauce,White kimchi,S cream sauce spaghetti,S potato salad,Steamed red bean rice (30),Crab soup(clear),Daikon and pear salad,Pan-fried mung bean and kimchi,Radish kimchi cubes,S milk (200ml),S rice punch,Pork and cabbage over rice,Winter mushroom soup,Stir-fried jukkumi and vegetables in soy sauce,Seasoned salad with spicy bean sprout,Seasoned salad with pickled daikon
334,Steamed corn rice (30),Perilla seed radish soup,Roasted smoked duck with vagetable,Seasoned oyster mushroom,Ponytail radish kimchi,S sweet potato shake,S rice-based beverage,Steamed sweet rice (add),Oyster mushroom soup,Seasoned salad with sweet potato stem in soy paste,Roasted aubergine,Water kimchi,S raisin potato bowl,S cashewnut sesame porridge,Mung bean black soy rice,Mandu (dumpling) chicken stew,Steamed eggs with corn(canned),empty,Sweet napa cabbage watery kimchi
335,Steamed chestnut bean rice (30),Mushroom vegetable stew,Daikon and pear salad,Braised burdock slices and konjac,Pickled beet,S beef seaweed porridge,S sweet pumpkin rice punch,Japanese style beef over rice (kyudon),Zucchini salted shrimp stew,Seasoned salad with paprika in yuzu marinade,Seasoned salad with spicy bean sprout,Young radish water kimchi,S soft tofu salad (oriental dressing),S peach walnut smoothie,Steamed sweet rice,Seaweed mandu (dumpling) soup,Seasoned salad with dried cuttlefish and dried radish,empty,Young radish kimchi
336,Pork and cabbage over rice,Potato zucchini soup,Fresh kimchi winter cabbage,Stir-fried cucumber,Winter cabbage kimchi,S sweet red bean porridge,S milk with misugaru (mixed grain powder),Steamed chestnut bean rice,Sliced potato soup,Braised chicken in soy sauce(breast),Braised nuts,Radish kimchi cubes,S raisin potato bowl,S rice-based beverage,Steamed chestnut bean rice (40),Bean sprout soup,Braised konjac and quail eggs,Stir-fried chicken tenderloin and apple,Ponytail radish kimchi
337,Beef and aubergine over rice,Mandu (dumpling) soup,Seasoned winter mushroom,Braised burdock slices and konjac,Pickled beet,S tomato juice,S korean melon salad,Steamed sorghum rice (30),Assorted mushroom stew,Vegetable croquette,Pan-fried seafood and kimchi,Radish watery kimchi,S beef burdock porridge,S homestyle banana milk,Steamed sweet rice (add),Young pumpkin soup(clear),Stir-fried dried shrimp and zucchini,Stir-fried zucchini and dried shrimp,Young radish water kimchi
338,Steamed barley rice,Potato seaweed soup,Seasoned salad with cabbage in mayonnaise,Stir-fried jukkumi and vegetables in soy sauce,Young radish kimchi,S soft tofu salad (oriental dressing),S egg porridge,Steamed sweet millet rice (30),Zucchini tofu salted shrimp soup or stew,Seasoned curled mallow,Roasted short rib patties(pork),Green onion kimchi,S sweet potato shake,S rice punch,Steamed sweet rice and red bean,Napa cabbage soup(clear),Lettuce salad (kiwi dressing),Parboiled broccoli (black sesame sauce),Radish kimchi cubes
339,Steamed sweet potato rice (40),Spring onion salted seaweed soup,Braised chicken drumsticks,Sweet potato salad (mayonnaise),Pickled beet,S raisin potato bowl,S black sesame soy milk (150ml),Steamed sweet potato rice,Assorted mushroom stew,Stir-fried corn in tomato sauce,Stir-fried zucchini with bean powder,Perilla leaf kimchi,S carrot seaweed flake porridge,S homestyle blueberry milk,Paprika rice ball with fried tofu,Napa cabbage soup with glass noodles,Seasoned salad with dried radish leaves in soy paste,Stir-fried vegetables and neobiani,Water kimchi
340,Steamed corn rice,Young pumpkin soup(clear),Roasted aubergine,Braised black beans and walnut,Radish kimchi cubes,S soft tofu salad (oriental dressing),S rice-based beverage,Steamed sorghum rice (30),Clam soy paste stew,Braised burdock slices and konjac,Stir-fried dried shrimp and zucchini,Cucumber kimchi,S pan-fried vegetables,S homestyle banana milk,Bulgogi vegetable fried rice,Mandu (dumpling) soup,Seasoned oyster mushroom,Seasoned salad with sweet potato stem in soy paste,Young radish water kimchi
341,Steamed chestnut rice,Sujebi soup,Pan-fried beef and maesaengyi,Seasoned salad with garlic stem,White kimchi,S solomon's seal tea,S carrot soup,Japanese style beef over rice (kyudon),Fried fish paste soup(clear),Stir-fried sweet potato stem,Lotus root and black sesame salad,Radish watery kimchi,S sweet potato shake,S raisin potato bowl,Steamed sweet potato rice (30),Mini udon (white wheat noodles) with deep-fried shrimp,Cabbage salad (sesame dressing),Tomato cheese salad,Water kimchi
342,Steamed sweet rice and red bean,Shiitake mushroom stew,Seasoned salad with spicy bean sprout,Stir-fried tofu and vegetables in oyster sauce,Pickled beet,S soft tofu salad (oriental dressing),S homestyle banana milk,Curried rice with tofu,Mandu (dumpling) soup,Seasoned salad with aubergine,Seasoned winter mushroom,Young radish water kimchi,S orange juice (sugar-free),S cheese stick,Steamed pearl barley rice (30),Zucchini tofu soy paste soup,Stir-fried zucchini,Seasoned salad with deodeok and apple,Radish kimchi cubes
343,Steamed red bean rice (30),Noodles in fish soup,Seasoned salad with oyster mushroom,Dried radish,Pickled korean style daikon,S raisin potato bowl,S milk (100ml),Steamed sweet rice (add),Zucchini salted shrimp soup or stew,Pan-fried vegetables with lotus root,Lotus root and black sesame salad,Water kimchi,S misugaru (mixed grain powder),S beef burdock porridge,Shrimp cream spaghetti,empty,Seasoned salad with bean sprout in soy sauce,Roasted aubergine,Radish watery kimchi
344,Steamed sweet potato rice (40),Beef soup,Cabbage salad (lemon dressing),Stir-fried zucchini and onion,Young radish kimchi,S soft tofu salad (oriental dressing),S rice-based beverage,Steamed chestnut red bean sweet rice,Short rib beef soup(plate),Steamed seafood and sweet pumpkin,Braised tofu in ketchup,Sweet napa cabbage watery kimchi,S milk with misugaru (mixed grain powder),S stir-fried rice with burdock and vegetables,Steamed sweet rice and red bean,Sujebi with curled mallow,Roasted pork with sweet rice,Seasoned salad with dried radish leaves in soy paste,Radish kimchi cubes
345,Steamed red bean rice (30),Mandu (dumpling) soup,Roasted aubergine,Seasoned winter mushroom,Water kimchi,S tomato juice,S homestyle banana milk,Steamed sweet rice (add),Red bean porridge,Stir-fried zucchini,Seasoned salad with deodeok and apple,Pickled korean style daikon,S anchovy porridge,S macaroni and vegetable salad,Shrimp cream spaghetti,empty,Stir-fried zucchini and salted shrimp,empty,Young radish water kimchi
346,Steamed sorghum rice (30),Assorted mushroom stew,Seasoned winter mushroom and chive,Braised burdock slices and konjac,Pickled beet,S sweet pumpkin cream risotto,S milk (100ml),Steamed chestnut bean rice,Mandu (dumpling) unpressed tofu stew,Sedum and black sesame salad,Stir-fried zucchini and dried shrimp,Radish kimchi cubes,S rice-based beverage,S soft tofu salad (oriental dressing),Beef and aubergine over rice,Oyster mushroom soup,Seasoned salad with sweet potato stem in soy paste,Seasoned salad with korean melon and overripe cucumber,Cucumber kimchi
347,Curried rice with beef,Dried bonito soy paste soup,Braised tofu and dried shrimp,Soy sauce-braised beef shank,Ponytail radish kimchi,S homestyle banana milk,S sweet pumpkin rice punch,Steamed corn rice,Young pumpkin soup,Braised mini-potato,Steamed eggs with shrimp,Young radish water kimchi,S pollack porridge,S paprika stick,Steamed rice with black beans (30),Fish cake and radish soup,Pan-fried vegetables with lotus root,Stir-fried sweet potato stem,Sweet napa cabbage watery kimchi
348,Steamed sweet rice (add),Mini-ball rice cake seaweed soup,Seasoned salad with sweet potato stem in soy paste,Roasted aubergine,Sweet radish kimchi,S orange juice,S beef corn porridge,Japanese style beef over rice (kyudon),Curled mallow soup(clear),Deep-fried onion ring,Stir-fried octopus and vegetables in spicy sauce,Pickled beet,S macaroni and vegetable salad,S homestyle blueberry banana milk,Steamed sorghum rice (30),Mini udon with fried tofu,Dried radish,empty,Radish kimchi cubes
