,morning_1,morning_2,morning_3,morning_4,morning_5,amsnack_1,amsnack_2,lunch_1,lunch_2,lunch_3,lunch_4,lunch_5,pmsnack_1,pmsnack_2,dinner_1,dinner_2,dinner_3,dinner_4,dinner_5
298,Steamed sweet rice,Unpressed soup(clear),Braised beef in soy sauce,Seasoned salad with sweet potato stem in soy paste,Radish kimchi cubes,S banana (50g),S yoghurt (100ml),Barely bibimbap with summer radish,Soy paste with beef and mushroom,Grilled corvina,empty,Ponytail radish kimchi,S cheese,S orange juice (sugar-free),Steamed red bean rice,Mandu (dumpling) soup,Stir-fried pork belly and kimchi,Seasoned oyster mushroom,Cucumber kimchi
299,Steamed sweet rice (30),Carrot dried pollack soup,Rolled omelette with salted seaweed,Seasoned winter mushroom and chive,Water kimchi,S potato salad,S milk (200ml),Petite gimbap (rice roll),Sujebi with sweet pumpkin,Royal-style tteokbokki (stir-fried rice cake),empty,Young radish water kimchi,S banana (50g),S soy milk (100ml),Steamed sweet rice and red bean,Tofu shabu-shabu,Braised bulgogi,Steamed aubergine in sauce,Pickled beet
300,Steamed sweet rice (30),Unpressed soup (mild flavor),Grilled soft crab,Braised burdock slices and konjac,Sweet radish kimchi,S raisin potato bowl,S milk (200ml),Spicy stir-fried chicken over rice,Udon (white wheat noodles) soup without noodles,Sweet pumpkin sweet potato salad,S yakult,Pickled beet,S cream sauce spaghetti,S orange juice,Steamed sorghum rice,Mandu (dumpling) soup,Pan-fried cuttlefish and chive,Seasoned salad with aubergine,Water kimchi
301,Steamed chestnut bean rice (30),Potato soy paste stew,Stir-fried pork tenderloin and mushroom,Grilled salted seaweed,Young radish kimchi,S cucumber egg salad sandwich,S homestyle blueberry banana milk,Seafood mushroom rice bowl,Spring onion egg  soup,Mushroom dumpling,Lettuce salad,Radish kimchi cubes,S aglio e olio spaghetti,S lemon juice,Steamed sweet rice,Oyster mushroom soup,Braised pork roll with rice cake in soy sauce,Seasoned salad with aubergine in marinade sauce,Water kimchi
302,Steamed red bean rice (30),Young pumpkin soup(clear),Braised meat ball and paprika,Seasoned winter mushroom,Water kimchi,S snow white rice cake,S misugaru (mixed grain powder),Bibimbap with herbs,Dried shrimp daikon soup,Braised chicken and sweet pumpkin,empty,Sweet napa cabbage watery kimchi,S cucumber egg salad sandwich,S milk (100ml),Steamed chestnut bean rice,Mandu (dumpling) soup,Grilled tofu in marinade sauce,Seasoned salad with broccoli in vinegar marinade,Pickled beet
303,Steamed mung bean rice (40),Potato dough soup,Braised tofu in teriyaki sauce,Seasoned salad with sweet potato stem in soy paste,Radish kimchi cubes,S hard boiled egg (50g),S milk (100ml),Pork and cabbage over rice,Curled mallow and river snail soup,Steamed mandu (dumpling),Seasoned salad with paprika in yuzu marinade,Kohlrabi watery kimchi,S broccoli soup,S rice-based beverage,Steamed sweet rice,Konjac fried fish paste soup,Grilled cod,Seasoned oyster mushroom,Pickled beet
304,Steamed red bean rice (40),Kimchi fried fish paste soup(clear),Soy sauce-braised pork and king oyster mushrooms,Seasoned salad with bean sprout,Young radish water kimchi,S steamed sweet potato,S homestyle banana milk,Curried rice with chicken and potato + marinade sauce,Zucchini tofu salted shrimp soup,Vegetable croquette,empty,Water kimchi,S cheese stick,S grape juice,Steamed sweet rice,Shrimp daikon soup,(chilli powder-free) braised cutlassfish,Seasoned winter mushroom and chive,White kimchi
305,Steamed sweet millet rice (30),Mild kimchi stew,Stir-fried tuna and sweet pepper,Seasoned salad with cucumber,Sweet napa cabbage watery kimchi,S sweet potato salad with crushed nuts (yoghurt),S milk (100ml),Stir-fried rice beef in oyster sauce,Soft tofu soup,Cabbage salad (lemon dressing),Deep-fried vegetables,Ponytail radish kimchi,S sweet pumpkin cream risotto,S omija tea,Steamed brown rice,Dried shrimp soup,Grilled spanish mackerel in yuzu marinade,Fresh kimchi with spring parsley,Radish kimchi cubes
306,Steamed red bean rice (30),Young pumpkin soup(clear),Braised meat ball,Seasoned broccoli,Water kimchi,S sweet red bean porridge,S rice punch,Steamed pearl barley rice,Assorted fried fish paste soup,Stir-fried barbequed beef and mushroom,Bean sprout and mung bean jelly salad,White kimchi,S soft tofu salad (oriental dressing),S milk (150ml),Steamed chestnut bean rice,Mild pork kimchi stew,Grilled corvina,Seasoned salad with chwinamul(dried),Pickled beet
307,Steamed chestnut bean rice,Maesaengyi mussel soup,Steamed eggs (30g),Stir-fried sweet potato stem,Ponytail radish kimchi,S raisin potato bowl,S sweet potato shake,Pork and cabbage over rice,Zucchini salted shrimp soup,Seasoned salad with soft crab in mayonnaise,empty,Radish kimchi cubes,S carrot soup,empty,Steamed sweet rice,Mung bean jelly soup,Steamed cockle,Stir-fried cucumber,Seasoned salad with pickled daikon
308,Steamed sweet potato rice,Sliced potato soup,Steamed tofu,Seasoned salad with broccoli in sesame sauce,Young radish kimchi,S fruit salad,S milk (150ml),Steamed sweet rice (add),Whole chicken soup,Pan-fried seafood and chive,Seasoned salad with perilla leaves in vinegar marinade,Radish kimchi cubes,S sujebi,S green plum juice,Steamed pearl barley rice,Clear napa cabbage soup,Stir-fried chicken breast with three-color paprika,Stir-fried zucchini,Radish watery kimchi
309,Steamed sweet millet rice (30),Seaweed fulvescens tofu soup,Roasted smoked duck (mustard sauce),Seasoned salad with sweet potato stem in soy paste,White kimchi,S steamed rice cake with mugwort (40g),S black sesame soy milk (200ml),Barbequed beef rice ball,Dried shrimp daikon soup,Seasoned mandu (dumpling),Cabbage salad (lemon dressing),Water kimchi,S orange (100g),S milk (200ml),Steamed sweet rice,Fried tofu spring onion  soup,Stir-fried pork chops,Daikon and pear salad,Radish kimchi cubes
310,Steamed mixed-grain rice (30),Old pumpkin soup,Stir-fried potato and fried fish paste,Seasoned salad with chwinamul in soy paste,Cucumber kimchi,S steamed chestnut,S homestyle blueberry milk,Soy-based shrimp rice bowl,Soy paste soup,Deep-fried vegetables(sweet potato) with corn,empty,Water kimchi,S mini udon (white wheat noodles),S orange juice (sugar-free),Rice with beans,Beef brisket soy paste soup,Stir-fried jukkumi and,Seasoned dried pumpkin,Pickled beet
311,Steamed chestnut bean rice (40),Potato soup,Stir-fried chicken and cabbage,Seasoned salad with broccoli and tofu,White kimchi,S apple (50g),S milk (200ml),Stir-fried rice with aubergine and vegetables,Bean powder summer radish soy paste soup,Pan-fried kimchi and minced pork,empty,Radish kimchi cubes,S bokchoy porridge,S sweet pumpkin rice punch,Steamed chestnut red bean sweet rice,Halibut seaweed soup,Stir-fried webfoot octopus and vegetables,Seasoned salad with green bean sprout,Water kimchi
312,Steamed red bean rice (30),Shredded radish onion soup,Stir-fried potato(shredded),Seasoned salad with green bean sprout and salted seaweed,Radish kimchi cubes,S steamed sweet potato,S milk (100ml),Mapa tofu rice bowl (mild flavor),Egg soup,Pan-fried beef and maesaengyi,empty,Young radish kimchi,S sweet pumpkin cream risotto,S orange juice (sugar-free),Steamed pearl barley rice,Mushroom shabu-shabu,Grilled spanish mackerel,Seasoned salad with chicory and apple,Water kimchi
313,Steamed sorghum rice (30),Fried tofu spring onion  soup,Stir-fried shrimp in ketchup,Seasoned salad with seaweed in vinegar marinade,Young radish water kimchi,S half-moon rice cake,S orange juice,Beef rice ball with seaweed flakes,Tofu konjac soup,Apple salad (balsamic vinegar dressing),Chicken nuggets + tomato ketchup,Pickled beet,S banana (100g),S milk (200ml),Steamed sweet rice,Assorted mushroom stew,Steamed fish and zucchini,Seasoned salad with green bean sprout in vinegar marinade,Cucumber kimchi
314,Steamed chestnut rice (40),Shredded radish onion soup,Rolled paprika omelet,Stir-fried potato and fried fish paste,Water kimchi,S cucumber carrot stick,S banana shake,Shrimp cream spaghetti,Soy paste soup,Deep-fried chicken drumsticks,Cucumber and tomato salad (balsamic vinegar dressing),Pickled beet,S sweet rice doughnut,S grape juice,Steamed mung bean rice,Mushroom stew,Braised spanish mackerel in teriyaki sauce,Stir-fried zucchini,Ponytail radish kimchi
315,Steamed corn rice (30),Mandu (dumpling) soup,Pan-fried seafood(+shrimp) and chive,Braised burdock slices and konjac,Young radish water kimchi,Dried persimmon,S milk (100ml),Pork and cabbage over rice,Fried tofu spring onion  soup,Deep fried vegetables (potato),Cabbage salad (thousand island dressing),Water kimchi,S barley rice cake (40g),S green plum tea,Steamed sweet rice,Chicken daikon soup,Pan-fried pollack(fielet),Seasoned salad with mung bean jelly,Young radish kimchi
316,Steamed red bean rice (40),Maesaengyi rice cake soup,Braised tofu and crashed peanut,Seasoned green bean sprout,Water kimchi,S sweet pumpkin salad,S homestyle blueberry milk,Stir-fried rice with white kimchi,Udon (white wheat noodles) soup without noodles,Pan-fried potato with perilla leaves,Apple salad (balsamic vinegar dressing),Pickled beet,S peach (60g),S milk (150ml),Steamed pearl barley rice,Short rib beef soup(plate),Braised shrimp,Seasoned salad with sweet potato stem in soy paste,Radish kimchi cubes
317,Steamed sorghum rice (40),Cod(fielet)  soup,Pan-fried dried shrimp and curled mallow,Braised burdock slices and konjac,Sweet radish kimchi,S hard boiled egg (50g),S orange juice,Stir-fried rice with pineapple and shrimp,Fried tofu spring onion  soup,Fried mandu (dumpling),Apple salad (balsamic vinegar dressing),Ponytail radish kimchi,S snow white rice cake,S milk (150ml),Steamed sweet rice,Seaweed soup,Parboiled cuttlefish + yuzu sauce,Seasoned green bean sprout and carrot,Young radish water kimchi
318,Steamed corn rice (40),Fried fish paste soup(clear),Pan-fried tofu and spinach,Seasoned oyster mushroom,Perilla leaf kimchi,S potato yoghurt salad,S milk (200ml),Stir-fried rice with chicken and vegetables,Winter mushroom soup,Lettuce salad (kiwi dressing),empty,Radish kimchi cubes,S cherry tomato (70g),S sweet potato shake,Steamed pearl barley rice,Soft tofu bokchoy shrimp soup,Grilled spanish mackerel in curry,Seasoned salad with sweet potato stem in soy paste,Young radish kimchi
319,Steamed chestnut bean rice (30),Kimchi fried tofu soup,Neobiani,Seasoned salad with seaweed in vinegar marinade,Ponytail radish kimchi,S soft tofu salad (oriental dressing),S homestyle banana milk,Pork and cabbage over rice,Potato soup,Pan-fried winter mushroom with eggs,empty,Water kimchi,S steamed rice cake with mugwort,S rice punch,Steamed sweet rice,Pork soy sauce stew,Stir-fried tofu and vegetables in oyster sauce,Bean sprout and mung bean jelly salad,Pickled beet
320,Steamed sweet potato rice,Shrimp daikon soup,Braised tofu in ketchup,Seasoned green bean sprout,Sweet napa cabbage watery kimchi,S banana (50g),S milk (200ml),Spicy stir-fried chicken over rice,Zucchini soup(clear),Deep-fried cuttlefish rings,Cabbage salad (lemon dressing),Pickled korean style daikon,Dried persimmon,S yuzu tea,Steamed chestnut red bean sweet rice,Short rib beef soup(plate),Bean sprout and mung bean jelly salad,Seasoned salad with cucumber,Radish kimchi cubes
321,Steamed corn rice (30),Tofu konjac soup,Braised anchovy and sweet napa cabbage,Seasoned young pumpkin,Seasoned salad with pickled daikon,S muffin,S milk (100ml),Deluxe rice with pyogo mushroom and chwinamul,Fried tofu spring onion  soup,Braised chicken wings and beef in soy sauce,Seasoned salad with paprika in yuzu marinade,Ponytail radish kimchi,S steamed sweet potato,S rice punch,Steamed sweet rice,Brown kelp and soup,Korean beef pancake with tofu and vegetables,Seasoned salad with bean sprout,Water kimchi
322,Steamed sweet rice (30),Curled mallow soup(clear),Unpressed tofu + marinade sauce,Roasted aubergine,Sweet napa cabbage watery kimchi,S milk bread roll + strawberry jam,S rice-based beverage,Petite gimbap (rice roll),Konjac fried fish paste soup,Royal-style tteokbokki (stir-fried rice cake),Cabbage salad (thousand island dressing),White kimchi,S roasted potato with butter,S milk (200ml),Steamed red bean rice,Beef mushroom stew,Pan-fried kimchi in soy puree,Seasoned salad with sweet potato stem in soy paste,Pickled beet
323,Steamed sorghum rice (40),Tuna daikon soup,Stir-fried three-color potato,Grilled salted seaweed,Water kimchi,Dried persimmon,S milk with misugaru (mixed grain powder),Stir-fried rice with broccoli and vegetables,Dried bonito soy paste soup,Chicken nuggets + tomato ketchup,Apple salad (balsamic vinegar dressing),Pickled beet,S watermelon (100g),S milk (100ml),Steamed mung bean rice,Unpressed soup(clear),Stir-fried beef and paprika,Seasoned salad with curled mallow,Ponytail radish kimchi
324,Steamed red bean rice (30),Potato seaweed soup,Steamed fish and zucchini,Seasoned salad with aubergine in marinade sauce,Young radish kimchi,S fruit salad (mayonnaise),S lemon juice,Chicken teriyaki rice bowl,Udon (white wheat noodles) soup without noodles,Cream tteokbokki (stir-fried rice cake),empty,Pickled beet,S egg chive break,S banana shake,Steamed sweet rice,Kimchi tofu stew,Stir-fried barbequed beef and mushroom,Lettuce-wraps,Cucumber kimchi
325,Steamed sorghum rice (40),Soup,Rolled omelette,Seasoned salad with radish and gulf weed,Water kimchi,S cream bread,S milk (100ml),Barbequed beef rice ball,Mini udon with fried tofu,Lotus root and black sesame salad,empty,Ponytail radish kimchi,S mini hotdog,S homestyle blueberry milk,Steamed corn rice,Octopus soup,Pan-fried vegetables with crushed tofu,Stir-fried winter mushroom,Young radish water kimchi
326,Steamed sweet rice,Young pumpkin soup(clear),Grilled corvina,Seasoned salad with sweet potato stem in soy paste,Pickled beet,S steamed corn,S sweet pumpkin rice punch,Ground beef kimchi fried rice,Oyster mushroom soup,Chicken nuggets + tomato ketchup,Parboiled cuttlefish and broccoli,Radish kimchi cubes,S orange (100g),S milk (200ml),Steamed sweet rice,Shellfish soup,Stir-fried shrimp and carrot in black soy,Seasoned salad with acorn jelly,Cucumber kimchi
327,Steamed chestnut bean rice (30),Bean powder mugwort  soup,Stir-fried soft crab and paprika,Seasoned salad with winter herbs,Radish kimchi cubes,S banana (50g),S soy milk (100ml),Fried tofu rice ball,Sujebi with potato soup,Pan-fried kimchi,empty,Young radish water kimchi,S hard boiled egg (50g),S sweet pumpkin rice punch,Steamed pearl barley rice,Mild unpressed tofu stew,Braised pork roll with rice cake in soy sauce,Seasoned salad with hijiki,Pickled beet
328,Steamed sweet rice,Zucchini salted shrimp soup or stew,Stir-fried chicken and bokchoy,Seasoned green bean sprout,Water kimchi,S steamed corn,S milk (200ml),Stir-fried rice with white kimchi,Seaweed mandu (dumpling) soup,Vegetable croquette,Apple salad (balsamic vinegar dressing),Radish kimchi cubes,S sweet pumpkin salad,S homestyle banana milk,Steamed sorghum rice,Clear little neck clam soup,Grilled dried corvina,Seasoned spinach,Young radish kimchi
329,Steamed chestnut bean rice (30),Chicken green bean sprout soup,Three-color steamed eggs,Braised burdock slices and konjac,Pickled beet,S sponge cake,S milk (100ml),Stir-fried rice with cherry tomato and shrimp,Spring onion salted seaweed soup,Fried mandu (dumpling),empty,Pickled beet,S orange (50g),S sweet potato shake,Steamed pearl barley rice,Unpressed soup(clear),Braised meat ball in ketchup,Stir-fried fish cake and glass noodles,Perilla leaf kimchi
330,Steamed sweet potato rice (40),Oyster tofu soup,Omelette with spinach,Seasoned salad with seaweed in vinegar marinade,Sweet napa cabbage watery kimchi,S snow white rice cake,S rice punch,Spicy stir-fried chicken over rice,Shredded radish soup,Deep fried vegetables (sweet potato),Cabbage salad (lemon dressing),Water kimchi,S banana (100g),S milk (200ml),Steamed pearl barley rice,Short rib beef soup,Ketchup-braised meatballs and paprika,Fresh kimchi winter cabbage,White kimchi
331,Steamed corn rice (30),Tofu soup(clear),Braised meat ball,Seasoned salad with bean sprout,White kimchi,S banana (50g),S yakult,Paprika rice ball with fried tofu,Soy paste soup,Fried mandu (dumpling),empty,Pickled beet,S steamed potato,S homestyle blueberry milk,Steamed sweet rice,Crab soup(clear),Stir-fried pork belly and kimchi,Seasoned salad with seaweed,Radish kimchi cubes
332,Steamed pearl barley rice (30),Mushroom soup,Braised tofu,Grilled salted seaweed,Radish kimchi cubes,S snow white rice cake,S homestyle strawberry milk,Stir-fried rice with broccoli and vegetables,Seaweed soup(clear),Dumpling in fruit sauce,empty,Pickled beet,S steamed chestnut,S milk (200ml),Steamed brown sweet rice,Meat dumpling soup,Pan-fried potato and lotus root,Fresh kimchi winter cabbage,Water kimchi
