,morning_1,morning_2,morning_3,morning_4,morning_5,amsnack_1,amsnack_2,lunch_1,lunch_2,lunch_3,lunch_4,lunch_5,pmsnack_1,pmsnack_2,dinner_1,dinner_2,dinner_3,dinner_4,dinner_5
295,Steamed chestnut bean rice,River snail soy paste soup,Braised chicken wing in sauce,Stir-fried zucchini,Young radish kimchi,S raisin potato bowl,S milk (150ml),Beef bulgogi over rice,Fried tofu winter mushroom soup,Deep-fried sweet pumpkin,Lettuce fruit salad,Water kimchi,S raisin potato bowl,S rice punch,Steamed sweet rice and red bean,Crushed tofu soy paste soup,Steamed pork slices,Salted sea lettuce,Napa cabbage kimchi
296,Steamed sweet rice,Mushroom soup with glass noodles,Braised meat ball,Seasoned salad with bean sprout,Water kimchi,S homestyle blueberry milk,empty,Bibimbap with summer radish,Soy paste with beef and mushroom,Three-color rolled omelet,empty,Radish kimchi cubes,S steamed sweet potato,S milk (100ml),Steamed sweet rice,Mushroom soup with glass noodles,Stir-fried jukkumi and vegetables in soy sauce,Braised burdock slices and konjac,Pickled beet
297,Rice (extra),Oyster tofu soup,Soft tofu + black sesame sauce,Stir-fried soft crab and vegetables,Water kimchi,S red bean porridge,S milk (200ml),Steamed chestnut red bean sweet rice,Little neck clam soy paste soup,Braised spicy chicken without bones,Fresh kimchi winter cabbage,Cucumber kimchi,S soboro bun (streusel-like crusted bread),S orange juice,Steamed sorghum rice,Pork back-bone stew,Braised semi dried pollack in sweet soy sauce,Stir-fried spring parsley,White kimchi
298,Steamed sweet rice and brown rice (30),Tofu soup(clear),Stir-fried shrimp and zucchini,Seasoned salad with spring onion and salted seaweed,Water kimchi,S (low-sugar) cereal,S milk (100ml),Beef and aubergine over rice,Oyster mushroom soup,Braised chicken wing in sauce,Sprout salad,Radish kimchi cubes,S blueberry sweet potato salad,S milk (100ml),Steamed black rice,Tofu shabu-shabu,Steamed octopus with rice cake,Seasoned curled mallow,Young radish water kimchi
299,Steamed sweet rice,Mandu (dumpling) soup,Stir-fried potato(shredded),Seasoned salad with bellflower root,Napa cabbage kimchi,S soft tofu salad (oriental dressing),empty,Beef and aubergine over rice,Tofu soup(clear),Deep-fried crispy lotus root,Pineapple corn salad,Napa cabbage kimchi,S soft tofu salad (oriental dressing),S homestyle banana milk,Steamed red bean rice,Tofu shabu-shabu,Stir-fried jukkumi and vegetables in soy sauce,Stir-fried zucchini with bean powder,Radish kimchi cubes
300,Steamed sweet rice and brown rice (40),Zucchini salted shrimp soup,Pan-fried vegetables with crushed tofu,Seasoned young pumpkin,Radish kimchi cubes,S grape (100g),empty,Stir-fried rice with shrimp and sea lettuce,Seaweed miso soup,Seasoned salad with broccoli and cuttlefish,empty,Radish kimchi cubes,S grape (100g),S homestyle blueberry milk,Deluxe rice with kimchi,Mandu (dumpling) soup,Stir-fried barbequed beef and mushroom,Lettuce and pear salad,White kimchi
301,Beef rice ball with seaweed flakes,Seaweed soup,Stir-fried tomato and eggs,Lotus root and black sesame salad,Radish kimchi cubes,S sweet pumpkin rice cake-based cake,S solomon's seal tea,Steamed pearl barley rice,Seaweed soup,Barbequed duck,Seasoned korean melon,Young radish water kimchi,S bread with chestnut,S milk (100ml),Steamed mixed-grain rice,Kimchi soup,Braised spanish mackerel in soy sauce,Seasoned salad with chicory in yuzu marinade,Radish kimchi cubes
302,Steamed sweet millet rice (30),Kimchi tofu soup,Pan-fried vegetables with tuna,Seasoned salad with cucumber,Sweet napa cabbage watery kimchi,S milk with misugaru (mixed grain powder),empty,Stir-fried rice beef in oyster sauce,Crap soup,Sweet potato mattang in yuzu sauce,empty,Pickled beet,S sweet red bean doughnut,S green plum juice,Steamed brown rice,Bean powder dried radish leaves soup,Stir-fried octopus and cabbage,Fresh kimchi with spring parsley,Water kimchi
303,Steamed sorghum rice (30),Zucchini  soup,Soft tofu + marinade sauce,Stir-fried potato and paprika,Water kimchi,S yoghurt (100ml),empty,Rice with beans,Veggie soup,Cheese pork sirloin cutlet,Lettuce salad (oriental dressing),Pickled beet,S kiwi (50g),S orange juice,Stir-fried rice with broccoli and vegetables,Oyster mushroom soup,Deep-fried cutlassfish in curry,empty,Young radish kimchi
304,Steamed mixed-grain rice,Napa cabbage soup(clear),Grilled smoked duck,Potato salad,Ponytail radish kimchi,S tangerine (50g),S milk (100ml),Stir-fried rice with aubergine and vegetables,Chive perilla seed soup,Chicken tender salad (mustard dressing),empty,Kohlrabi watery kimchi,S pan-fried meat dumpling,S sweet pumpkin rice punch,Steamed chestnut red bean sweet rice,Bean sprout beef stew,Stir-fried webfoot octopus and vegetables,Seasoned salad with chwinamul(dried),Young radish water kimchi
305,Steamed pearl barley rice,Little neck clam soy paste soup,"(low sodium, low sugar) soy sauce-braised beef",Seasoned daikon and perilla seed,Radish kimchi cubes,empty,S banana shake,Pork curry fried rice,Egg soup,Grilled meat ball,Lettuce salad (lemon dressing),Pickled beet,empty,S banana shake,Steamed sweet barley rice,Mandu (dumpling) soup,Beef stir-fried with black bean sauce,Seasoned salad with broccoli,Ponytail radish kimchi
306,Steamed corn rice,Mung bean jelly soup,Steamed eggs with three-color vegetables,Daikon and pear salad,Young radish water kimchi,S cheese,S orange juice,Steamed sweet rice,Winter mushroom egg stew,Deep-fried chicken drumsticks,Lettuce yoghurt salad,Pickled beet,empty,S sweet potato shake,Steamed sweet rice,Mandu (dumpling) chicken stew,Barbequed pork in soy sauce,Steamed aubergine with marinade sauce,Water kimchi
307,Steamed rice,Dried bonito soy paste soup,Stir-fried jukkumi and vegetables in soy sauce,Seasoned oyster mushroom,Water kimchi,S cucumber stick,S misugaru (mixed grain powder),Pork and cabbage over rice,Oyster mushroom soup,Deep-fried shrimp,Tomato tofu salad,Young radish water kimchi,S milk with misugaru (mixed grain powder),S green plum juice,Steamed pearl barley rice,Dried pollack soup,Pan-fried saesongyi mushroom,Mixed noodles with vegetables,Radish kimchi cubes
308,Steamed mung bean rice (40),Chive soy paste soup,Pan-fried winter mushroom with eggs,Seasoned salad with nuts and spinach,Napa cabbage kimchi,S melon (50g),empty,Beef rice balls,Young pumpkin and onion soup,Deep-fried chicken(breast),empty,Radish kimchi cubes,S soboro bun (streusel-like crusted bread),S milk (100ml),Steamed sweet rice,Mandu (dumpling) chicken stew,Barbequed beef,Seasoned salad with sedum and cucumber,Napa cabbage kimchi
309,Steamed corn rice,Seaweed mandu (dumpling) soup,Stir-fried shrimp and vegetables(oriental style),Seasoned salad with deodeok and apple,Pickled beet,S grape tomato(35g),S orange juice,Deluxe rice with pyogo mushroom and chwinamul,Tofu clam soup,Grilled salmon + tartar sauce,Seasoned salad with lettuce in vinegar marinade,Radish kimchi cubes,S pan-fried lotus root,S homestyle blueberry milk,Steamed sweet rice,Potato dough soup,Steamed fish and zucchini,(low sodium) braised beef and walnut,White kimchi
310,Steamed corn rice (30),Salted seaweed soup,Seasoned salad with cuttlefish thin slices,Seasoned salad with sweet potato stem in soy paste,Sweet radish kimchi,S carrot and tofu snack,S yoghurt (100ml),Bibimbap with spring herbs,Dried radish leaf soy paste soup,Pan-fried beef,empty,Water kimchi,S pan-fried lotus root,empty,Steamed chestnut bean rice,Carrot dried pollack soup,Stir-fried jukkumi and vegetables in soy sauce,Seasoned curled mallow,Sweet radish kimchi
311,Steamed mixed-grain rice,Kimchi tofu soup,Scrambled eggs with bacon,Stir-fried sweet potato stem,White kimchi,S green grape (100g),S rice-based beverage,Stir-fried rice with shrimp and sea lettuce,Young pumpkin soup(clear),Sweet potato and lotus root mattang,Fruit salad,Water kimchi,empty,S homestyle blueberry milk,Steamed red bean rice (40),Beef brisket soy paste soup,Stir-fried webfoot octopus and vegetables,Seasoned salad with chwinamul(dried),Ponytail radish kimchi
312,Steamed red bean rice (40),Young pumpkin soup(clear),Scrambled eggs,Seasoned salad with cucumber and paprika,Water kimchi,S apple (50g),empty,Stir-fried rice with kimchi and ham and vegetables,Green bean sprout soup with glass noodles,Fried fish paste nuggets,empty,Radish kimchi cubes,S soboro bun (streusel-like crusted bread),S milk (100ml),Steamed sweet rice and red bean,Short-necked clam(shell-less) soup,Braised halibut,Stir-fried broccoli and vegetables,Sweet radish kimchi
313,Steamed rice,Oyster mushroom soup(clear),(low-salt) braised chicken and sweet pumpkin,Lettuce salad (kiwi dressing),White kimchi,empty,S sweet potato shake,Curried rice with fruits,Dried bonito soy paste soup,Deep-fried shrimp,empty,Radish kimchi cubes,S grilled sweet potato,S milk (100ml),Steamed sweet barley rice,Kimchi tofu soup,Stir-fried webfoot octopus and vegetables,Sea spurrey,Radish kimchi cubes
314,Steamed barley rice (30),Seaweed mandu (dumpling) soup,(low sodium) braised beef and walnut,Seasoned salad with perilla leaves in vinegar marinade,Radish kimchi cubes,S banana (50g),empty,Stir-fried rice with shrimp and sea lettuce,Spring onion miso paste soup,Deep-fried walnut,Cucumber and tomato salad (balsamic vinegar dressing),Water kimchi,S steamed rice cake with mugwort,S milk (100ml),Steamed chestnut red bean sweet rice,Chicken stew,Braised beef and glass noodles,Stir-fried zucchini,Perilla leaf kimchi
315,Steamed chestnut rice,Tofu zucchini soup,Stir-fried jukkumi and,Sedum and black sesame salad,Cucumber kimchi,S homestyle blueberry milk,S rice punch,Paprika rice ball with fried tofu,Assorted fried fish paste soup,Potato wedge,Yoghurt fruit mix,Napa cabbage kimchi,S sweet pumpkin salad,S orange juice,Steamed sweet rice,Mandu (dumpling) chicken stew,Stir-fried jukkumi and,Sedum and black sesame salad,Water kimchi
316,Stir-fried rice with kimchi and cheese,Dried shrimp daikon soup,Braised beef and devil's tongue jelly,Pan-fried winter mushroom with eggs,Radish kimchi cubes,S homestyle banana milk,empty,Deluxe rice with kimchi,Assorted fried fish paste soup,Stir-fried chicken and vegetables,empty,Radish kimchi cubes,S corn bread,S yakult,Steamed rice,Pollack stew,Seasoned salad with cold smoked duck,Seasoned cabbage,Pickled beet
317,Steamed red bean rice (30),Young pumpkin soup,Stir-fried dried shrimp and zucchini,Seasoned winter cabbage,Radish kimchi cubes,S blueberry (50g),S yoghurt (100ml),Curried rice with chicken and potato + marinade sauce,Cold bean sprout soup(kelp stock),Fried fish paste nuggets,empty,Radish kimchi cubes,S milk (100ml),S snow white rice cake,Steamed chestnut bean rice,Tofu shabu-shabu,Pan-fried cuttlefish and kimchi,Seasoned winter mushroom and chive,Young radish water kimchi
318,Steamed black rice,Assorted fried fish cake soup,Cheese scrambled eggs,Sedum and black sesame salad,Napa cabbage kimchi,S sesame milk soup,S rice punch,Rice with beans,Seaweed fulvescens sujebi soup,Braised spanish mackerel in teriyaki sauce,Stir-fried bean sprout and glass noodles,Napa cabbage kimchi,empty,S homestyle strawberry milk,Steamed red bean rice,Sweet pumpkin salted shrimp soup,Stir-fried chicken in soy sauce without bones,Seasoned salad with broccoli in vinegar marinade,Napa cabbage kimchi
319,Steamed red bean rice,Mini-ball rice cake seaweed soup,Grilled halibut(fielet),Seasoned salad with broccoli and sesame,Napa cabbage kimchi,empty,S homestyle banana milk,Beef and aubergine over rice,Mini-udon (white wheat noodles),Sausage broccoli skewers,Sweet potato mash,Napa cabbage kimchi,empty,S milk (100ml),Curried rice with chicken and potato + marinade sauce,Perilla seed  soup with dried radish leaves,Pan-fried cuttlefish and chive,Seasoned daikon,Napa cabbage kimchi
320,Steamed sorghum rice (30),Pollack daikon soup,Rolled omelette with salted seaweed,Seasoned napa cabbage,Radish kimchi cubes,S milk with misugaru (mixed grain powder),empty,Beef japchae over rice,Brown kelp and soup,Deep-fried spring rolls,empty,Radish kimchi cubes,S steamed sweet pumpkin,S milk (100ml),Steamed corn rice (30),Assorted mushroom stew,Braised chicken in curry(meat only),Seasoned salad with cabbage in mayonnaise,Napa cabbage kimchi
321,Steamed chestnut bean rice,Ox bone soup with glass noodles,Stir-fried bacon and winter mushroom,Seasoned salad with bean sprout,Radish kimchi cubes,S milk with misugaru (mixed grain powder),S rice-based beverage,Bibimbap with summer radish,Green onion soy paste stew,Steamed eggs (40g),Seasoned salad with bean sprout,Napa cabbage kimchi,S grape tomato(35g),S walnut milk,Steamed sweet rice,Beef stew,Deep-fried chicken,Steamed aubergine with marinade sauce,Ponytail radish kimchi
322,Steamed sweet potato rice (30),Tofu soup(clear),Stir-fried shrimp,Seasoned seaweed,White kimchi,S orange (50g),empty,Paprika rice ball with fried tofu,Assorted fried fish cake soup,Dumpling with sweet rice,empty,Napa cabbage kimchi,S rainbow rice cake,S orange juice (sugar-free),Steamed sweet rice (add),Shepherd's purse soy paste soup,Braised chicken drumsticks in sauce,Lettuce salad,Water kimchi
323,Steamed corn rice (30),Napa cabbage soup with glass noodles,Braised pollack,Seasoned oyster mushroom,Water kimchi,S homestyle blueberry milk,empty,Tuna aubergine stir-fried rice,Seaweed miso soup,Deep-fried chicken,empty,Napa cabbage kimchi,S milk (100ml),S half-moon rice cake,Steamed chestnut bean rice,Non spicy beef stew,Grilled tofu in marinade sauce,Stir-fried zucchini,Water kimchi
324,Steamed sorghum rice,Mandu (dumpling) soup,Rolled omelette,Fresh kimchi with spring parsley,Young radish water kimchi,S grape tomato(35g),S yakult,Steamed chestnut bean rice,Assorted mushroom stew,Grilled cutlassfish,Seasoned three-color herbs,Napa cabbage kimchi,empty,S milk with misugaru (mixed grain powder),Bulgogi vegetable fried rice,Bean sprout soup,Pan-fried tofu and vegetables,empty,Napa cabbage kimchi
325,Steamed brown rice,Winter mushroom egg stew,Stir-fried chicken and sweet pepper,Seasoned oyster mushroom,Radish kimchi cubes,S banana apple kiwi salad,empty,Steamed corn rice,Pork soy sauce stew,Braised pollack and daikon,Seasoned salad with sedum in yuzu marinade,Water kimchi,S homestyle blueberry milk,empty,Steamed rice,Bean sprout beef stew,Braised meat ball,Stir-fried dried shrimp and zucchini,Young radish water kimchi
326,Steamed rice,Tofu stew,(low-sugar) stir-fried chicken,(chilli powder-free) seasoned salad with cucumber,Young radish water kimchi,S apple (50g),S yoghurt (100ml),Soboro rice bowl,Kimchi fried fish paste soup(clear),Deep-fried mandu (dumpling) + soy sauce with vinegar,Tomato and vegetable salad,Radish kimchi cubes,empty,S homestyle banana milk,Steamed sweet rice,Beef and enoki mushroom soup,Steamed seafood and sweet pumpkin,Daikon and pear salad,Water kimchi
327,Pork tenderloin fried rice made with oyster sauce,Winter mushroom miso paste soup,Stir-fried tomato and eggs,Lettuce apple salad,Pickled beet,empty,S sweet potato shake,Steamed red bean rice,Kimchi soup(clear),Roasted pork,Braised anchovy and sweet napa cabbage,Cucumber kimchi,S blueberry (50g),S yoghurt (100ml),Steamed chestnut bean rice,Assorted mushroom stew,Pan-fried meat ball,Seasoned salad with korean melon and overripe cucumber,White kimchi
328,Steamed sweet rice,Sakhalin surf-clam and seaweed soup,Fried eggs,Seasoned salad with broccoli and tofu,Napa cabbage kimchi,empty,S milk (100ml),Steamed sweet rice and brown rice,Kimchi onion soup,Braised atka mackerel in yuzu sauce,Seasoned salad with cucumber in soy red chilli paste,Water kimchi,S soft tofu salad (oriental dressing),S milk (100ml),Steamed red bean rice (30),Oyster mushroom soup,Deep-fried cuttlefish rings,Corn salad,Radish kimchi cubes
329,Steamed red bean rice (30),Short-necked clam(shell-less) soup,Braised burdock slices and fried fish paste,Seasoned salad with sweet potato stem in soy paste,Water kimchi,S homestyle strawberry milk,empty,Stir-fried rice with aubergine and vegetables,Carrot soup,Cheese cutlet,Cabbage and cucumber salad,Water kimchi,S red bean porridge,empty,Steamed sweet rice,Mandu (dumpling) soup,Stir-fried sausage and vegetables,Stir-fried winter mushroom,Radish kimchi cubes
330,Steamed chestnut rice,Zucchini soup(clear),Stir-fried jukkumi and vegetables in soy sauce,Seasoned salad with tofu and seaweed fusiforme,Napa cabbage kimchi,empty,S homestyle blueberry milk,Steamed sweet rice,Kimchi fried fish paste soup(clear),Braised spicy chicken,Seasoned oyster mushroom,Ponytail radish kimchi,S soboro bun (streusel-like crusted bread),S grape juice,Stir-fried rice with seafood,Oyster mushroom soup(clear),Deep-fried mandu (dumpling) + soy sauce with vinegar,Tomato mash,Napa cabbage kimchi
